	DZQV_CD8_naive	DZQV_CD8_CM	DZQV_CD8_EM	DZQV_CD8_TE	DZQV_MAIT	DZQV_VD2+	DZQV_VD2-	DZQV_TFH	DZQV_Treg	DZQV_Th1	DZQV_Th1/Th17	DZQV_Th17	DZQV_Th2	DZQV_CD4_naive	DZQV_Progenitor	DZQV_B_naive	DZQV_B_NSM	DZQV_B_Ex	DZQV_B_SM	DZQV_Plasmablasts	DZQV_C_mono	DZQV_I_mono	DZQV_NC_mono	DZQV_NK	DZQV_pDC	DZQV_mDC	DZQV_Neutrophils	DZQV_Basophils	925L_CD8_naive	925L_CD8_CM	925L_CD8_EM	925L_CD8_TE	925L_MAIT	925L_VD2+	925L_VD2-	925L_TFH	925L_Treg	925L_Th1	925L_Th1/Th17	925L_Th17	925L_Th2	925L_CD4_naive	925L_CD4_TE	925L_Progenitor	925L_B_naive	925L_B_NSM	925L_B_Ex	925L_B_SM	925L_Plasmablasts	925L_C_mono	925L_I_mono	925L_NC_mono	925L_NK	925L_pDC	925L_mDC	925L_Neutrophils	925L_Basophils	9JD4_CD8_naive	9JD4_CD8_CM	9JD4_CD8_EM	9JD4_CD8_TE	9JD4_MAIT	9JD4_VD2+	9JD4_VD2-	9JD4_TFH	9JD4_Treg	9JD4_Th1	9JD4_Th1/Th17	9JD4_Th17	9JD4_Th2	9JD4_CD4_naive	9JD4_CD4_TE	9JD4_Progenitor	9JD4_B_naive	9JD4_B_NSM	9JD4_B_Ex	9JD4_B_SM	9JD4_Plasmablasts	9JD4_C_mono	9JD4_I_mono	9JD4_NC_mono	9JD4_NK	9JD4_pDC	9JD4_mDC	9JD4_Neutrophils	9JD4_Basophils	G4YW_CD8_naive	G4YW_CD8_CM	G4YW_CD8_EM	CYFZ_PBMC	FY2H_PBMC	FLWA_PBMC	453W_PBMC	684C_PBMC	CZJE_PBMC	G4YW_CD8_TE	G4YW_MAIT	G4YW_VD2+	G4YW_VD2-	G4YW_TFH	G4YW_Treg	G4YW_Th1	G4YW_Th1/Th17	G4YW_Th17	G4YW_Th2	G4YW_CD4_naive	G4YW_Progenitor	G4YW_B_naive	G4YW_B_NSM	G4YW_B_Ex	G4YW_B_SM	G4YW_Plasmablasts	G4YW_C_mono	G4YW_I_mono	G4YW_NC_mono	G4YW_NK	G4YW_pDC	G4YW_mDC	G4YW_Neutrophils	G4YW_Basophils	DZQV_PBMC	925L_PBMC	9JD4_PBMC	G4YW_PBMC	4DUY_PBMC	36TS_PBMC	CR3L_PBMC	ensembl_gene_id	external_gene_name	gene_biotype
641.0	1.4068	2.64768	1.50005	4.53501	2.05467	3.00617	3.01829	0.503782	0.398087	1.56762	0.721925	0.656337	0.746541	0.504991	1.42227	45.649	55.2529	30.2366	36.6955	0.112281	0.67046	0.558051	0.617017	11.2439	2.89476	0.664152	1.04245	94.9018	0.838479	1.56615	2.28433	4.31455	5.62085	15.9743	2.80556	0.431813	0.868662	0.575682	1.29058	0.717435	0.838413	2.17977	2.12866	5.53099	50.3199	69.0057	34.8268	39.2963	0.464476	0.366371	0.379485	0.549767	11.1789	3.53438	0.684506	0.705936	63.8177	1.44087	3.80354	3.99288	6.65868	6.36464	9.34874	6.46747	1.03751	0.416877	1.08887	0.937133	1.22511	1.12262	0.536189	1.2917	4.69012	45.6027	57.4966	40.3665	36.4067	0.212263	0.672219	0.518895	0.517491	6.01605	3.68706	0.553478	1.75441	81.2314	1.15091	4.12348	5.03797	5.09053	4.22733	8.20729	2.80072	9.86126	5.67385	6.04977	7.17354	15.2746	2.89743	1.17862	1.06063	0.362315	0.499203	1.25204	0.812983	1.56743	8.79583	42.4938	58.8136	29.6131	43.4804	0.157171	0.853565	1.00363	0.644762	8.40943	4.18898	0.944833	1.42442	100.597	5.9079	7.83122	4.0288	4.53509	4.53172	3.30316	4.82425	ENSG00000188822	CNR2	protein_coding
642.0	253.28526	249.82173	286.27881	219.90853	293.10854	234.13971	290.408476	223.61452	235.01814	232.5114	230.61653	197.669154	258.41173	267.142973	325.65301	208.19643	204.562184	207.07971	202.73311	60.074713	214.22467	308.24078	294.21029	275.942	193.48	169.704449	43.0727	303.441395	259.2788	239.38428	265.989125	253.18834	261.58674	248.330352	277.10364	236.52355	287.84646	204.87725	299.362656	352.68734	188.143819	273.18905	328.316246	312.555507	220.6155	217.2854	227.709332	272.33345	41.8219	201.01749	236.83968	257.58094	293.66417	172.90449	162.77104	88.0057	288.14975	205.9628	276.867601	281.123775	311.502721	231.18427	313.95358	299.78037	238.708578	261.152119	265.878	219.58477	268.56641	249.957773	245.64145	230.96833	304.7462	194.10589	235.354052	249.0914	232.45326	50.480309	193.493	203.272285	198.28652	269.602854	179.1335	182.00224	75.9611	274.38393	212.963498	202.731031	339.4171	238.43928	194.170966	226.77842	266.12835	260.199961	228.074904	228.82221	198.36065	154.624154	174.751211	195.77325	188.113203	172.910745	214.38295	245.54355	224.331901	209.826896	197.039012	166.239482	211.08525	185.694133	207.073	48.136074	206.30199	177.46656	212.41633	216.451459	166.197259	196.488508	61.745097	235.799353	169.093603	171.784222	181.006773	177.940236	172.878433	182.76741	177.93771	ENSG00000189266	PNRC2	protein_coding
639.0	239.322174	269.08748	220.61924	169.313718	219.55451	158.48868	234.008011	258.57716	267.362617	203.38864	210.74602	218.515599	238.661828	243.856651	215.112754	222.24344	147.92877	152.89919	144.752302	68.859464	98.533103	97.845091	112.750516	212.61008	198.317488	138.44525	23.389563	117.90013	287.53629	231.41906	229.89581	185.462983	196.286839	221.202452	198.196466	255.22904	252.446906	230.10677	265.348339	253.384145	176.84925	207.034183	233.617584	234.01285	182.0252211	209.11618	154.603285	244.11583	54.700589	97.831498	110.831047	130.50444	184.425783	192.531577	106.714422	35.955873	118.56289	203.83854	247.996219	238.013798	199.703938	188.537	258.24826	210.82683	221.48009	270.019926	261.34996	202.289017	246.26126	255.59078	286.32067	195.071178	224.436056	188.198998	181.66049	172.85816	199.774605	58.984444	115.50148	120.88641	126.479871	181.36312	209.592559	141.562908	48.701293	107.532205	230.64382	211.46394	217.80456	134.577878	157.0786	130.89423	162.053954	160.535098	113.6532	172.28279	157.783966	166.511061	160.86496	176.540069	192.901383	189.021484	218.03173	206.728632	175.41681	216.121663	165.439163	144.72828	130.424745	114.81387	180.041912	49.220077	120.63482	115.135034	121.64047	164.49205	198.177365	121.154188	35.61296044	116.50099	122.004272	113.76306	155.319641	130.58029	125.21065	117.096521	132.85122	ENSG00000188529	SRSF10	protein_coding
603.0	2.3568381	0.935778	0.501737	0.7163644	0.732637	0.2880684	0.481428	0.248372	0.665421	0.997447	0.427418	0.4975411	0.4489638	1.3217602	0.6848231	0.164681	0.2711336	1.000479	0.136221	0.02653767	1.1428162	0.365491	0.877591	0.666259	0.2851358	0.208522	0.3074509	0.68391	1.0356	0.5647066	0.539667	0.958147	0.3040983	0.6739275	0.631291	0.393689	0.2271093	0.493391	0.9197865	0.734165	0.2932117	0.762445	0.485235	4.463432	3.112553	0.505445	0.526026	0.773982	0.0314208	0.3335275	0.80525	0.754065	0.956643	0.3132775	0.147798	0.293326	0.782333	0.710686	0.627861	0.372825	0.2036528	0.392409	0.27495	0.856475	0.635875	0.787497	0.52107	0.567443	0.4357784	0.3497298	0.696556	0.222687	0.915876	0.496913	0.396714	0.867626	0.820103	0.0541982	0.603732	0.610064	0.339219	0.82238	0.55416	0.258381	1.484056	1.563644	0.61194	0.323388	0.337166	0.2511368	0.316478	0.2476	0.2837089	0.1881383	0.196782	0.60357	1.509512	0.481703	2.0288623	0.76958554	0.678173	0.671841	0.2942921	0.794941	0.436826	0.46347	2.407596	0.493655	0.44537	0.305651	1.2406238	0.095512	0.3734556	0.479129	0.81122	0.3860067	0.46611	0.293624	0.3639635	0.360366	0.25669	0.698902	0.407095	0.4469995	1.7691853	0.315003	0.24399	ENSG00000142661	MYOM3	protein_coding
605.0	0.0	0.0	0.0	0.329924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.521246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.130623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0431347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14615	0.0420537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269804	0.0	0.435224	0.0	0.0	1.18447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSG00000142677	IL22RA1	protein_coding
633.0	2.17506	3.60762	8.207707	7.241614	6.85867	13.122157	8.22009	3.02691	3.8448	1.08885	2.214673	1.980665	1.774028	2.201785	0.0278561	16.05251	5.31538	15.992138	10.62316	3.803932	0.14352	0.0	0.0565532	2.089513	45.54132	0.0851505	0.126902	0.126112	2.5868	3.975534	8.489882	7.614376	2.432367	5.47309	9.002185	3.126132	1.0354	6.804515	2.837944	0.967404	1.49193	1.04186	6.00082	0.873632	14.330794	12.083507	15.97214212	13.56305	4.154866	0.161722	0.0266301	0.0231791	2.350539	37.768032	0.140993	0.0374109	0.0	4.736859	4.565809	9.5989	9.51342	2.45822	7.308669	9.667747	1.998981	6.324355	3.96306	2.353604	0.2428431	1.10302	3.023101	5.416187	0.160006	14.441831	20.94721	36.598125	17.017985	4.87102	0.0	0.0396112	0.118623	3.75894	38.21137	0.199292	0.103211	0.0354644	4.747641	7.166238	7.927957	3.521033	1.24742	1.9136284	4.059893	4.806177	3.366898	12.646441	2.08736	5.73805	6.109679	2.15986	2.3870225	4.64933	2.530949	5.119546	2.961856	3.49023	0.360498	10.94215	17.59958	14.2906	14.015884	5.008239	0.110605	0.132599	0.0303297	3.180235	45.810878	0.401767	0.128056	0.302163	3.637929	2.3533066	3.52411	2.380546	2.880437	1.09589	4.49128	ENSG00000185436	IFNLR1	protein_coding
766.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0568694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128246	0.0	0.0890809	0.0	0.0	0.0	1.80737802	0.0746025	0.0	0.0	0.0	0.0	0.262115	0.0	0.0	0.0	0.0	0.0	0.0	0.921252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.244005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0665113	0.0	0.0	0.0	0.0	0.666205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11946	0.0595998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.120111	0.0615455	0.0	0.0	0.212758	0.0	0.0	0.0	0.0	1.556755	0.0	0.0	0.0	0.123439	0.0	0.0	0.416926	0.0	0.0	ENSG00000158055	GRHL3	protein_coding
725.0	8.4567	14.335154	7.077621	1.35916	7.583472779	6.138934076	5.135056	7.812618	9.702452	6.255862	2.739098	8.052682	8.49466	6.935197	10.166692	2.528302	5.585856	10.895304	7.334361	3.398926	1.545094231	2.874994	0.553392	2.428513	4.96297	1.38084232	1.83911	2.2405283	7.924117	3.80702	6.4029139	4.067946	8.0922871	5.27205	4.352929	4.385749	5.704038	6.364492369	3.784367	9.928669	7.282767957	10.032349	3.397834	13.17162	6.382709	5.249281	7.234861	4.987495	2.005726	2.32454319	1.868777	1.713249	4.936239	7.63333	5.304681	1.037274	5.545429	9.996073	4.531375	7.697074	4.924158	4.199323	1.534569	5.313132009	5.628846	5.277451	4.743306	4.863338	9.430818	6.96353	14.636075	2.108913	15.032926	4.503678	6.80962	5.226338	11.54143919	1.800679	1.46813	2.069926114	1.197382	2.064186	8.522394	3.527561	1.681184	1.952101	6.529343	7.412778	6.275935	4.27542	2.319074	3.435225	2.800351	3.263211	4.869211	3.256481	6.521256	1.7833956	3.992447	6.125031	5.784094	5.854519	6.5497297	4.900734	5.184649396	5.719933057	5.526745	4.45648	8.165649	4.634959	10.200554	3.321038019	1.66027	0.995588	0.807829	3.457632288	7.837288182	2.351101	2.54375	3.70256	3.287215	1.879295	3.561564	5.562915	2.476068	3.453877	3.095798	ENSG00000001460	STPG1	protein_coding
726.0	95.81065	79.11382	44.196552	39.80088	37.382918	27.338164	52.87239	94.89239	88.77392	100.94905	64.711818	74.5897	80.3295	103.8524	41.683095	25.449135	28.624595	34.962073	37.443575	13.3409	5.4453846	9.680719	13.531968	51.656774	36.238324	17.347262	3.555905	31.65798	105.97702	62.20693	48.536272	44.736787	40.71107	45.297902	50.120788	84.65149	81.79838	92.45351	75.88032	86.65797	82.20742	100.75594	49.15799	58.89929	31.372982	34.84149	37.674113	41.783547	13.113937	7.407824	12.305141	8.372845	56.60589	48.236206	15.654623	5.086156	29.71386	92.9424	89.22909	59.477907	40.5393	42.686665	68.77817	56.691297	85.38457	68.18243	73.45799	60.678746	86.543371	80.574326	116.10455	52.684864	54.66524	31.919409	35.106659	32.46718	35.41011	16.094352	10.825925	13.421749	7.130895	46.01806	44.41523	22.588496	4.643442	32.437556	90.59679	70.08564	33.908776	46.471625	31.79092	27.218959	36.509321	33.358075	36.420038	37.261327	35.05904	28.810211	34.950947	74.67161	68.09204	72.178332	67.901869	63.35703	79.84629	82.28663	45.72240738	28.99322	40.08263	25.21779	34.51517	12.671666	10.587215	6.0132316	9.754071	39.712149	35.440673	18.79602	4.221134	34.749206	25.900637	31.148312	36.442728	21.09314	31.730059	19.881775	38.552066	ENSG00000001461	NIPAL3	protein_coding
732.0	93.723406	70.67307	9.984471	1.723825	36.91837	2.888437	5.326768069	59.553563	109.7772489	83.84491	78.276949	98.981717	98.719118	99.34148155	9.4279366	6.096044	7.98014	13.035432	15.932643	0.501965	6.007954	3.615872	2.265703565	0.371164	11.723088	8.375259	0.113693	6.681087	176.627328	104.29044	15.12995177	3.754042986	26.534369	12.997096	19.51041016	81.013061	92.914383	102.729357	115.57842	120.53205	78.36703408	129.543606	9.008040039	10.861925	15.93402	8.599324	7.0955858	15.773785	1.899787836	3.846646	1.33692	1.21254	2.256837708	5.758337	8.125760301	0.0885766	3.069910664	104.4769593	84.66395	26.76598	6.69877	37.691145	24.2528105	16.012406	79.044109	131.09602	96.980491	92.65357	120.547403	121.828446	141.27672	14.977617	10.412938	10.386192	12.455204	17.14659915	17.407891	2.474768338	3.839689	1.27256	1.258723	0.870442086	15.308634	13.85546057	0.17482	4.63657	106.01533	40.645758	12.887517	26.080026	18.092558	29.156037	23.881311	36.247014	23.307893	6.175291006	21.160839	17.232995	7.415148	73.815535	87.38504	63.054203	50.554698	74.376979	89.69133	105.2395804	4.622837	11.03969202	9.412296	8.265495	14.937036	0.868118	7.18333291	3.672856361	2.265545908	0.214855	9.854796	9.95728	0.494392	2.332958	23.3266815	20.218521	31.118963	24.151063	28.323586	16.344908	24.391689	ENSG00000117602	RCAN3	protein_coding
785.0	0.490559	0.488181	0.306561	0.524239	0.28604	0.357985	0.397798	0.328919	0.62693	0.49758	0.374228	0.609922	0.980579	0.414977	0.745834	0.269623	0.581998	1.09154	0.634897	0.192164	0.686987	0.718838	0.737243	0.694761	0.676249	0.613639	0.620815	1.43691	0.201281	0.509434	0.627096	0.348965	0.615198	0.479285	0.590306	0.260157	0.325475	0.468553	0.795425	0.719741	0.303627	0.409417	0.531335	1.04136	0.477008	0.343012	0.333014	0.747316	0.119739	0.48512	0.382974	0.301537	0.66004	0.271445	0.324392	0.77492	0.844573	0.5705	0.317084	0.266192	0.623783	0.434273	0.5084	0.508915	0.771437	1.2012	0.316676	0.406156	0.43928	0.37426	0.451842	0.602362	1.22057	0.983825	0.76028	0.946454	0.997811	0.177861	1.10987	0.731452	0.570596	0.652673	0.619073	0.27763	0.673469	0.845206	0.406695	0.471852	0.715388	0.419725	0.37527	0.443361	0.309031	0.311308	0.229344	0.296179	0.272361	0.366501	0.497684	0.919478	0.122627	0.536716	0.541358	0.502173	0.48355	0.60335	0.668668	0.431883	0.524225	0.50973	0.269122	0.113029	0.659407	0.573008	0.442743	0.428143	0.610582	0.289404	0.925659	1.41078	0.44421	0.443391	0.352915	0.343384	0.223552	0.554856	0.823048	ENSG00000184454	NCMAP	protein_coding
752.0	184.03965	166.9806615	157.356483	136.57259	163.0295895	104.737243	147.00196	150.31727	209.218485	184.607773	157.850796	122.898398	148.190856	157.2441544	144.060252	116.382686	123.808555	127.252764	116.963571	27.838863	110.7242748	111.0154235	141.981418	138.349151	109.4778649	104.9038567	38.91087677	133.236565	197.602962	209.240941	125.2527297	134.065646	139.39261	165.753302	134.097228	140.64312	205.005618	205.916397	188.910177	180.360478	147.159664	198.379879	174.4411923	177.751324	141.002987	113.552528	114.5596531	125.317459	20.21123259	69.9521129	75.9627335	87.3110478	139.00969	123.299152	115.597705	46.90735	98.52080373	186.004645	215.30496	153.155639	168.359118	135.035971	133.341225	125.622818	146.7848541	168.108688	149.70902	154.82223	146.935079	158.377558	205.34654	144.23962	134.1317996	120.15377	123.5707442	101.94728	116.066676	29.3641582	81.2642776	94.367522	105.271079	139.028345	105.5945926	110.69187	42.691889	77.81545	208.590752	141.5203095	179.912298	70.83281905	103.494364	84.72880924	106.6884723	128.6987511	127.20907	109.4902	121.6014863	95.3279	95.90156	108.346304	129.128954	126.459379	127.757044	133.12166	123.974952	138.6121899	130.723299	90.818459	111.2106701	93.274454	115.206596	23.47153467	95.00698287	75.423265	110.213506	121.3046019	91.19604121	103.4219081	53.414475	93.24090821	83.93150603	90.957788	73.164897	82.889065	79.95516	86.552552	116.86853	ENSG00000133226	SRRM1	protein_coding
774.0	0.0	0.197090071	0.0	0.0294202	0.0	0.0	0.0580012	0.0533631	0.805777	2.135892	0.595745	0.0	4.71922	0.572987	39.59088	85.75728	51.925587	86.79444	49.936686	27.179826	43.54919	29.68119	18.782817	0.6242488	15.318	16.519	10.11480136	10.042	0.126418	0.0	1.52758	1.35675	0.0443587	0.0	1.992771	0.0	1.945897	0.0	0.0258298	0.0	0.937079	0.421806	0.785769	45.89445	85.52598	69.58774	81.734358	81.697678	43.753031	59.693255	26.51619	21.543487	0.804195	21.019225	28.675417	5.88207	16.4982	0.0	0.0	1.2933	1.6874	0.768592012	0.0	0.0331158	0.0	0.167699	0.11722	1.5082	1.087193	0.417504	0.0509159	1.30422	39.406874	88.60326	52.124991	84.03458623	63.5668	57.23402	34.25455	31.765392	20.5756	0.942129	12.605456	22.4855	2.87433	12.28428	0.0918755	0.0	0.0254011	24.2899065	29.9431	22.0774	18.473045	25.69358062	20.5963	0.3487005	0.0	0.282314	0.0923625	0.492359	0.61662	0.0262941	0.405513	0.43142	0.928318	0.1213171	32.58269	63.07178	55.592679	60.09005	54.989187	40.072042	40.110176	31.996828	26.37988	0.4512272	10.01079	34.44563	8.865487	9.28631	19.1813	34.430648	15.8818	22.54006	26.547056	24.077183	25.659558	ENSG00000169504	CLIC4	protein_coding
728.0	17.00616	36.92612	71.44033	72.948934	55.05011	62.63182	80.43465	14.293662	21.35475	20.614729	25.485738	26.222241	17.062803	13.102458	6.265092	6.88929	13.0931	21.143437	15.891182	5.12859	4.800124	16.706137	11.118327	89.78922	3.668568	9.759553	0.495632	2.143499	37.64876	41.60764	63.74108	55.517475	38.33377	48.47431901	89.32193	12.199287	22.80423	36.77753	21.23898122	18.820365	12.51172692	10.47111	68.549186	11.912923	8.64323	18.457338	9.5960754	14.318214	5.141708	3.15395	26.6622	20.58886	96.45702	2.546169	17.670253	2.946682	1.784166	24.58595	38.1286048	65.13319	86.83981	42.398362	56.59883	83.776946	9.70458	19.021793	26.36303	31.44666	18.938	17.78823	20.863251	52.087698	8.738931	12.08952	19.869429	25.06975	29.151229	7.162509	5.213267	18.238489	15.29975	78.679539	6.694415	12.896354	2.14989	1.197344	16.821001	29.582416	47.8626539	21.514346	17.870105	41.62361	33.495033	21.370681	27.105833	49.030374	39.270068	46.702934	68.51791	10.673539	18.630022	13.20975984	21.253681	20.7727456	9.673805	9.72773	15.9111663	10.417008	11.802615	9.1049871	19.586728	2.252019	5.090036	13.214212	18.583456	79.133646	5.10767	10.96815	3.40808	0.742335	21.702711	15.942296	25.365522	29.266082	17.116015	29.966779	28.38594	ENSG00000020633	RUNX3	protein_coding
733.0	92.20412	97.56465	94.12717	103.67203	50.57234	110.23555	96.70416	82.70183	105.34943	81.59712	99.13114	81.18239	98.93718	92.35804	88.13392	75.36465	55.15929	59.53113	63.54329	18.25836	49.47232	43.11801	44.77534	81.42523	65.27291	47.00117	63.385131	58.86287	62.29252	69.96504	98.32822	81.2013356	61.60289	80.22864	77.92764	71.49314	113.33286	50.50925	60.43321	76.30441	83.69463	114.67147	54.17421	60.93388	37.576061	58.79081	61.47858	50.55469	13.987931	47.43532	46.31272	51.36392	60.18252	70.23515	31.273757	78.64589	79.48576	80.90957034	45.5259705	67.90128	75.15675	60.0404	71.23453	94.10592	79.54134	65.18985	64.29666	62.74454	47.02689001	59.38741	57.42401	81.69505	79.54123	52.633377	46.43379	35.35366	47.93909	13.338317	68.18021	77.80202	72.33742	67.45693	49.6766	51.6502	94.81453	74.70214	72.81463	75.06448	67.3693	84.4487689	89.25755	81.11834	103.43541	81.65626	89.18259	72.86895	73.71164	70.71935	62.79299	60.67336	84.14608	76.43607	70.4515	62.92686	67.33172	73.60295	70.36731	61.73589	53.944727	58.58246001	66.91157	16.457643	63.42455	60.47876	58.53711	63.588266	51.82469	45.39855	99.65022	86.37981097	65.58437	65.98523	70.39161	67.93572	44.72783	67.45564	79.74109	ENSG00000117614	SYF2	protein_coding
734.0	408.263638	407.7464681	407.324959	315.1840334	399.8763294	307.1168362	406.549727	377.705188	437.657703	410.4613508	441.17643	368.253249	444.0440544	428.21157	333.14902	367.742755	314.2936332	294.743544	270.134561	95.429762	106.717375	127.3269166	213.514967	452.180408	412.81627	121.432842	159.3756644	775.200125	573.2755856	544.08546	500.091513	426.488917	483.0886217	474.020051	540.924829	425.360761	516.06077	548.729738	609.955839	692.2061478	437.0114324	415.639011	533.7579255	482.13924	388.3133616	369.1010504	368.6336684	413.085821	89.789183	190.531757	202.898408	264.2915715	546.059756	392.62974	184.855558	306.6244236	631.5160753	347.8729869	512.913252	648.509257	479.172802	380.455002	501.100661	531.08947	424.465244	508.6220883	436.4527672	441.234825	490.8466574	461.1591278	526.6475979	433.61722	374.988	380.251234	370.55818	260.14353	317.776974	66.530057	279.64883	259.94602	426.8062536	392.27319	361.271191	263.802007	359.913051	671.33298	374.4361236	454.895897	569.1759487	263.75512	256.082821	277.0384316	253.831867	269.382646	232.1971959	451.070709	377.9539223	355.487865	377.49396	356.51583	344.910604	325.9392981	451.384095	467.5774414	462.003819	365.88923	394.19382	245.400192	325.570152	257.410596	305.79566	104.788876	250.6032029	235.837914	329.771327	338.5566314	339.19333	270.583809	301.488624	662.1021884	222.468293	247.1161015	247.7788837	250.202065	261.0362	204.042413	267.6765447	ENSG00000117616	RSRP1	protein_coding
787.0	2.6743	3.0801	2.19558	1.919654	2.517910049	1.04737	1.86567	2.14535	3.51677	3.17149	1.53797	2.052320001	2.190635	3.704331	1.529133	2.30746	1.89938	1.50045	0.903097	0.39314819	0.731647	1.6572	2.06617	1.384360355	1.46398	0.522871	3.54504	5.24544	4.41255	6.27241	14.09071	10.347	7.30502	8.47694	8.8717413	7.476704	7.76658	6.10212	8.104	9.270889	7.784628	9.95847	10.99113	4.359235	6.08922	7.70143	4.159719	8.74583	0.405171	6.34298	3.496893	2.76927	7.755600156	4.841176	3.06658	32.117	16.94366	6.511698	9.661920604	10.17431	11.93409	6.499735	15.21631	14.75458	10.76474	7.40469	9.59943	10.439025	12.16526049	9.721836	10.29982202	6.9483191	8.924726032	6.532815	7.73053	6.759287	10.08935	1.016095415	7.973447	4.730484	10.66442	11.96349	2.4088	1.314271	33.62625001	30.26947	8.268803	9.98572	9.16564	8.14892	11.538746	6.823663	1.59284	5.8565165	7.950679	7.751659711	7.8874	14.68771	8.619226665	9.18096	7.22909	6.37347	9.8776312	9.8126	9.420811006	7.73111	5.297541439	8.57292	9.55286	5.15304	3.111099	0.89208632	7.4839	4.066786	7.304573	7.775438	3.923651	3.404875	23.7243	18.54354	2.32041	13.09628	11.642836	7.0523724	11.42764	3.641338	7.158195	ENSG00000187010	RHD	protein_coding
784.0	83.66926	132.672692	155.218213	202.391014	128.16499	170.92801	194.87112	103.87387	116.758679	97.81222	167.82766	157.56764	165.0109	88.0309	94.01345	91.77368	68.12898	55.673147	73.27450568	35.86771	113.960831	121.21715	156.208704	154.48669	144.479766	104.54617	166.614033	350.29924	89.310866	136.710809	196.178065	194.316283	128.90189	132.27262	204.41528	133.680778	162.87976	112.19734	160.27752	179.13328	138.58308	85.04461	190.844332	90.179736	54.59743	78.003557	73.79309	69.03732	34.55853	139.728593	145.778314	157.43764	168.74015	176.763113	81.029513	231.572848	229.42966	73.62723	140.793929	215.43993	208.03676	141.452261	146.7852	205.32357	91.252442	107.538702	117.262822	127.78227	136.4089	129.421357	64.08722	159.297299	98.26362	44.34816	72.56352	77.41761	53.42422	32.28377	147.4487	150.55975	164.83513	147.823886	147.3306	105.485687	206.29798	218.766095	77.606171	124.20762	204.2167	169.66997	178.08905	159.28671	143.65931	162.742675	181.01843	180.58339	120.214508	132.75743	166.61627	97.63897	109.92937	120.74437	154.631023	131.737853	113.901576	62.320261	78.39561	52.978572	58.806191	61.59341	75.2114	32.977457	146.971011	146.49942	145.15715	152.19809	130.76123	82.223137	163.80984	234.36034	119.176186	142.538272	123.57081	138.19065	119.60225	128.48438	149.65207	ENSG00000183726	TMEM50A	protein_coding
788.0	2.482482	4.232213	9.063942	8.830681	13.776208	6.771845	12.969003	4.247885	5.858036	9.06319	6.429466	4.36941	10.1273	3.337764	3.50716	5.570943	1.574489	3.468092	4.035495	1.606274	3.093748	4.165969	4.000587	5.3265	3.910187	0.166498	11.84735	16.711016	4.13e-05	3.88677	5.513168	5.82784	0.0843641	6.20298	1.7070748	0.0	2.25328	3.036235014	0.0	3.60489	0.0733376	0.578342	1.868249	2.502311323	0.0	2.11707	3.4877	2.133656	0.0	1.3828	1.584714	0.0	2.533163	2.30708	0.0	10.112591	3.92588	2.575463	2.253913	13.60176	9.437659	8.442972	0.0	2.169685	0.0	1.3426	1.987131	0.89416	3.188654	3.95379	0.140317	2.95487	1.64674774	1.021939	0.468303	0.0	0.108933	0.6926	4.467738	3.68855	5.708269	0.0	2.47609	0.9619496	9.119227	3.179382	0.569936	0.530544	1.1155927	0.0	0.750861	1.903352	0.812687	0.0	0.0	0.769729	4.10353	0.0	2.909481	1.74376	4.3579122	1.28994	0.0	5.611308	3.879638	0.11722	3.4569081	3.67163	1.285118	1.18555	6.05913	0.0487061	1.9946241	0.0	2.07455	0.561262	2.40783	1.4188101	18.47203	2.66498	6.424724	0.285695	4.091064	1.18429	0.0	2.5921338	1.78984	ENSG00000188672	RHCE	protein_coding
